time    flux    error
 83000 38.21444485    0.7640235339
 83100 37.21386523 0.7534406812
 83200    36.76748582 0.7529155027
 83300 34.74061921    0.7277675797
 83400 34.61153209 0.7283433822
 83500    32.98879993 0.7143094966
 83600 37.86766347    0.7646685288
 83700 36.36264822 0.7489246903
 83800    37.40175308 0.7606257612
 83900 32.26059872    0.7056305621
 84000 32.9084304 0.7107985937
 84100    30.12373393 0.6766309045
 84200 25.9035275    0.6391869522
 84300 26.14273877 0.6491542705
 84400    31.48982816 0.7004749983
 84500 31.53226378    0.6989917148
 84600 30.04890411 0.6858023147
 84700    29.76932529 0.6783984204
 84800 29.16724912    0.6700120242
 84900 25.89446123 0.632657602
 85000    22.71374448 0.591269957
 85100 23.04742685    0.5909397954
 85200 25.22725606 0.6178621459
 85300    22.50632849 0.5814410048
 85400 21.31592099    0.5657779696
 85500 22.53509947 0.5828962719
 85600    26.32842467 0.6266361046
 85700 26.16705683    0.629965307
 85800 26.14751335 0.6362618932
 85900    26.9660715 0.6409197326
 86000 29.14480803    0.6664441886
 86100 29.29343262 0.6683574261
 86200    31.43076623 0.6938651646
 86300 34.54485293    0.725838668
 86400 37.34901772 0.7572259321
 86500    37.89182174 0.7627520189
 86600 40.0686492    0.7871042695
 86700 39.5414622 0.7735343991
 86800    51.69099871 0.8874271803
 86900 53.37408076    0.9015340216
 87000 53.85684483 0.9043731795
 87100    58.64188662 0.9458508136
 87200 53.53066225    0.9079005896
 87300 47.86011424 0.8562175914
 87400    41.21223086 0.7971898434
 87500 43.67580898    0.8193684108
 87600 44.98176212 0.8284509398
 87700    47.41675782 0.8511667451
 87800 54.50956396    0.9126674806
 87900 57.48001401 0.934079952
 88000    63.29636225 0.9785064304
 88100 58.44480001    0.9383246108
 88200 55.23206647 0.9122316569
 88300    55.0905542 0.910563095
 88400 60.4732941    0.9532575471
 88500 65.67612587 0.9955668485
 88600    58.9085483 0.9420212848
 88700 52.15445039    0.8859058372
 88800 48.65422739 0.8570442374
 88900    53.94963798 0.9072364184
 89000 48.40200045    0.8549128684
 89100 47.09378179 0.8418661306
 89200    41.39667063 0.7905477472
 89300 45.48302994    0.8282092124
 89400 44.26572768 0.8171207123
 89500    49.0229315 0.863107724
 89600 44.58644826    0.8230520099
 89700 44.19711086 0.8195831319
 89800    50.41293469 0.8769553512
 89900 48.57081706    0.8567413535
 90000 48.82229095 0.8585576131
 90100    48.2358278 0.8591098494
 90200 47.21643564    0.847636451
 90300 55.34112429 0.9155372082
 90400    53.82905998 0.9005729997
 90500 47.528966    0.8493554006
 90600 48.86412536 0.8571819297
 90700    49.65108954 0.8647777356
 90800 46.89553292    0.8471362246
 90900 43.56567498 0.8174362977
 91000    47.89741342 0.8563057259
 91100 54.94819824    0.9108848119
 91200 58.11974984 0.9342410162
 91300    56.21010334 0.9193738201
 91400 58.60375449    0.9427722107
 91500 52.053418 0.8891682955
 91600    44.21008423 0.8175879239
 91700 43.49554407    0.8092303045
 91800 46.92089957 0.8400301478
 91900    50.56558733 0.8725551232
 92000 50.06368964    0.8682925005
 92100 40.8064837 0.7854407897
 92200    39.26399296 0.7717059755
 92300 43.79908917    0.8127927663
 92400 42.14192508 0.7974461086
 92500    38.93767092 0.7709707049
 92600 35.13967508    0.7349507527
 92700 39.94203216 0.7810862085
 92800    31.8886553 0.7030914561
 92900 29.09979957    0.6713991303
 93000 30.98811564 0.689537341
 93100    29.42010447 0.6754383758
 93200 33.28011994    0.7178021676
 93300 40.63430691 0.7895722086
 93400    40.80996904 0.7915144347
 93500 35.74233969    0.739740339
 93600 35.14673967 0.733235021
 93700    37.55634624 0.7627418406
 93800 34.32704359    0.7312150514
 93900 28.58601823 0.6695233001
 94000    28.25945847 0.6663961444
 94100 26.27824868    0.6559083418
 94200 26.85916688 0.6519080464
 94300    26.87654737 0.6493617586
 94400 24.986057    0.6257847738
 94500 23.32535874 0.6022601418
 94600    23.66384971 0.6045263059
 94700 22.35058112    0.590109645
 94800 20.98055766 0.5697815023
 94900    21.60289486 0.5782631145
 95000 25.19494541    0.6289025339
 95100 26.09825621 0.6390965199
 95200    28.10572016 0.6596648155
 95300 28.26862135    0.6619716212
 95400 26.94938443 0.6464961975
 95500    23.2544742 0.6028835098
 95600 21.08076511    0.5709826989
 95700 17.69302833 0.5250911616
 95800    17.47143445 0.5248271821
 95900 16.54226264    0.5112499397
 96000 15.5993555 0.4944691807
 96100    17.65591638 0.5301183486
 96200 19.41858196    0.5466530883
 96300 24.01294763 0.605830249
 96400    20.69819334 0.5656981304
 96500 20.74446731    0.5663171011
 96600 21.71393099 0.5800070469
 96700    21.54672508 0.5780978004
 96800 24.98885079    0.6237177963
 96900 27.17407585 0.6548461919
 97000    27.9146129 0.6598179248
 97100 28.96098022    0.6673459997
 97200 33.63176544 0.7136299803
 97300    33.55121736 0.7164004329
 97400 33.46680426    0.7155955991
 97500 32.15355432 0.7000520208
 97600    28.48491229 0.6616900282
 97700 26.74749924    0.6423729075
 97800 28.17386733 0.6588227844
 97900    32.34390252 0.7052866523
 98000 42.3213345    0.8051522737
 98100 43.4548651 0.8160427696
 98200    37.77479209 0.7629854886
 98300 32.78728797    0.7123896803
 98400 27.08396793 0.6463830869
 98500    29.42167365 0.6733386465
 98600 31.01349636    0.6929424862
 98700 33.94847723 0.723211056
 98800    37.04415295 0.7553578895
 98900 34.268952    0.7278286656
 99000 40.78859116 0.7890627171
 99100    54.18089234 1.083063729
 99200 63.15531248    0.9803839894
 99300 57.10501417 0.932506625
 99400    61.4238149 0.9655720147
 99500 63.83278696    0.9850595294
 99600 61.07605986 0.962566191
 99700    54.38213746 0.9100553555
 99800 54.02012021    0.907559613
 99900 60.62142936 0.9614090707
 100000    56.59007449 0.9315393747
 100100 53.36210883    0.9003486774
 100200 57.39377588 0.9599189163
 100300    50.13491606 2.821024929
 100400 50.94493722    0.8831818282
 100500 49.12891898 0.8664506537
 100600    51.59340144 0.8914828906
 100700 56.57363825    0.931978306
 100800 59.89695558 0.9586898921
 100900    57.94510992 0.9424654808
 101000 63.20142029    0.9816360222
 101100 59.18698599 0.9509108542
 101200    50.89067708 0.8816717782
 101300 49.02357829    0.8660626772
 101400 54.08792391 0.9088115511
 101500    62.27046063 0.9740674857
 101600 57.07470483    0.9339324936
 101700 49.1354162 0.8697500306
 101800    43.08471248 0.8144020231
 101900 34.82935865    0.733977813
 102000 34.90403872 0.7353892846
 102100    32.47860938 0.7087894693
 102200 27.84565328    0.655521535
 102300 23.45690524 0.6053571639
 102400    23.61133904 0.6084298335
 102500 26.86072203    0.6466509714
 102600 33.53727068 0.7182876205
 102700    34.67335367 0.7331297223
 102800 32.10600652    0.7100246117
 102900 33.08535976 0.7180931942
 103000    38.22115617 0.7712940284
 103100 41.53842378    0.8048323822
 103200 42.17832968 0.8083290598
 103300    46.95597898 0.8467484621
 103400 45.42734629    0.8404915187
 103500 50.83071734 0.8943395354
 103600    48.72576381 0.8781449848
 103700 43.40537793    0.8278092731
 103800 37.64044803 0.7772180056
 103900    40.93117804 0.8067781986
 104000 44.12075012    0.8387285371
 104100 47.87026069 0.8670213938
 104200    40.70116804 0.8115234763
 104300 48.68622818    0.8739171708
 104400 53.21725608 0.9149437678
 104500    48.15166494 0.8729496449
 104600 45.26863546    0.842165701
 104700 43.29868602 0.8219667824
 104800    42.47905571 0.8163363306
 104900 44.0588149    0.8407021675
 105000 42.73069492 0.8243124214
 105100    40.84274945 0.8074819662
 105200 47.23031374    0.863035297
 105300 47.01389231 0.8611425941
 105400    42.23300608 0.8110499226
 105500 42.42190478    0.811677927
 105600 37.71111663 0.7684962513
 105700    31.25682272 0.7014804201
 105800 29.1337457    0.684853397
 105900 33.45786906 0.7265767149
 106000    45.38784652 0.8402881484
 106100 43.3495129    0.8214998529
 106200 38.59145434 0.781478265
 106300    36.67235669 0.7657663465
 106400 37.63268824    0.828703661
 106500 33.4976827 0.7408064487
 106600    34.365379 0.816488007
 106700 32.58927636    0.7353396603
 106800 27.74095762 0.768408618
 106900    20.13786808 0.6083455188
 107000 18.47394739    0.5780545035
 107100 21.07785269 0.6193898964
 107200    23.83332174 0.7026790506
 107300 18.38235428    0.5782304765
 107400 16.6117698 0.5609731476
 107500    16.80863831 0.5657412564
 107600 17.58555047    0.570503172
 107700 15.17359374 0.5336008623
 107800    12.96601328 0.4966030012
 107900 11.18599623    0.4787055353
 108000 11.3520328 0.4732666184
 108100    9.747954312 0.4437977326
 108200 10.47062944    0.4486904378
 108300 9.841257277 0.4492836691
 108400    14.30717587 0.5192661138
 108500 16.48663547    0.5496084017
 108600 12.87288978 0.4919883267
 108700    11.63464382 0.4832172655
 108800 10.99430671    0.4787633769
 108900 11.8457815 0.4898808593
 109000    11.99194064 0.4841448433
 109100 11.33244074    0.4714241302
 109200 11.78778826 0.484632073
 109300    11.79304303 0.4802656371
 109400 12.38693555    0.4899474196
 109500 13.30485712 0.5162569321
 109600    13.44292832 0.5245132831
 109700 13.66981638    0.5187337764
 109800 14.79552808 0.5343789971
 109900    12.34179459 0.5026619012
 110000 11.10038637    0.4885303322
 110100 10.6684777 0.4806372906
 110200    11.93427913 0.4964900042
 110300 9.506119579    0.4643090039
 110400 9.370614579 0.4574809752
 110500    9.858634641 0.4781273316
 110600 10.29563166    0.4743769024
 110700 9.730857448 0.4513550099
 110800    7.739498261 0.4182474766
 110900 6.199650615    0.3853213829
 111000 6.12192885 0.3704035878
 111100    6.018373645 0.3667293346
 111200 5.675967276    0.3609135078
 111300 4.537709147 0.3305766296
 111400    5.218002826 0.3472805819
 111500 5.102277826    0.3387214896
 111600 5.246320787 0.3503226935
 111700    4.752824867 0.3245935303
 111800 4.265052917    0.3022121911
 111900 4.454910331 0.3033856484
 112000    5.044699019 0.3229730797
 112100 4.814648584    0.3156875634
 112200 5.923697798 0.3499494892
 112300    5.008721711 0.3239801958
 112400 6.108319123    0.3562634802
 112500 8.574534798 0.4059133409
 112600    9.90224695 0.4353767835
 112700 8.635847363    0.4102456579
 112800 8.256611449 0.4079929748
 112900    6.611377674 0.3849842368
 113000 7.377712568    0.3918923446
 113100 7.007930897 0.3894872191
 113200    8.422647685 0.4021297351
 113300 9.579595414    0.4314418246
 113400 10.32300313 0.4389647663
 113500    10.55004234 0.4440527932
 113600 9.948409661    0.4391263185
 113700 10.24575852 0.4402327681
 113800    9.329026612 0.424482215
 113900 8.141856354    0.4094567394
 114000 8.613576183 0.4269676008
 114100    7.760540632 0.4087026547
 114200 8.922216194    0.433254698
 114300 7.183138254 0.4002038789
 114400    7.881710255 0.4118622681
 114500 8.112895495    0.4170033421
 114600 9.70770266 0.4453022315
 114700    9.496114798 0.4508461719
 114800 8.732125639    0.4288393771
 114900 7.163917141 0.4046393063
 115000    7.616649872 0.4123996594
 115100 6.372217686    0.4009828764
 115200 6.911285577 0.4025713053
 115300    6.9003786 0.4025219992
 115400 6.23886917    0.3909231295
 115500 6.150125738 0.3916878565
 115600    5.226169644 0.3699030591
 115700 4.923149637    0.3604130901
 115800 4.420022257 0.3496564249
 115900    4.401704119 0.3504004024
 116000 4.248326929    0.3342976011
 116100 5.423851356 0.3677627748
 116200    6.046335612 0.3818723598
 116300 5.29018685    0.3700341619
 116400 5.771583922 0.3772463539
 116500    6.265054203 0.3809781641
 116600 6.766553395    0.3941623389
 116700 6.589076185 0.3922411096
 116800    6.707740843 0.3981607149
 116900 8.676980135    0.4286433476
 117000 8.545649073 0.4261259678
